Transaction Date,Post Date,Description,Category,Type,Amount,Memo
03/05/2025,03/06/2025,FORTIS-CDE,Food & Drink,Sale,-22.35,
03/05/2025,03/06/2025,Dlocal* Starlink Internet,Bills & Utilities,Sale,-41.39,
03/05/2025,03/06/2025,SHELL KM 9 CDE,Gas,Sale,-43.04,
03/01/2025,03/06/2025,SYOPAR-LUQUE,Repair & Maintenance,Sale,-93.42,
03/05/2025,03/06/2025,PETROMAX TIENDA PICAFLOR,Gas,Sale,-4.42,
03/05/2025,03/06/2025,DONA BRIGIDA CHURRASQUER,Food & Drink,Sale,-36.76,
03/01/2025,03/05/2025,FERREX-TRINIDAD,Repair & Maintenance,Sale,-58.34,
03/01/2025,03/05/2025,UPA-M DEL CASTILLO,Merchandise & Inventory,Sale,-5.88,
03/01/2025,03/05/2025,ENEX GABANA-M DEL CASTIL,Gas,Sale,-57.77,
03/01/2025,03/05/2025,BRASEIRO GRILL-PLG,Food & Drink,Sale,-17.62,
02/28/2025,03/02/2025,BR LINAGUA,Gas,Sale,-3.98,
02/28/2025,03/02/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-11.12,
02/28/2025,03/02/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.74,
02/28/2025,03/02/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-19.96,
02/27/2025,02/28/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.87,
02/27/2025,02/28/2025,BR LINAGUA,Gas,Sale,-8.71,
02/27/2025,02/28/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-35.34,
02/26/2025,02/27/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-43.92,
02/26/2025,02/27/2025,BR LINAGUA,Gas,Sale,-3.60,
02/26/2025,02/27/2025,DON BELING GASTRONOMIA,Food & Drink,Sale,-8.96,
02/25/2025,02/26/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.38,
02/24/2025,02/25/2025,FOREMAN.MN,Office & Shipping,Sale,-576.00,
02/24/2025,02/25/2025,FOREMAN.MN,Office & Shipping,Sale,-18.00,
02/15/2025,02/18/2025,MOPC-PEAJE ECOVIA,Bills & Utilities,Sale,-1.92,
02/15/2025,02/18/2025,COPETROL LUQUE-SANBE,Gas,Sale,-24.46,
02/15/2025,02/18/2025,MOPC-PEAJE ECOVIA,Bills & Utilities,Sale,-1.92,
02/15/2025,02/18/2025,MANGOPAR SRL FDO DE LA M,Repair & Maintenance,Sale,-15.21,
02/15/2025,02/18/2025,MANGOPAR SRL FDO DE LA M,Repair & Maintenance,Sale,-7.07,
02/15/2025,02/18/2025,COPEMARKET-STA LUCIA,Gas,Sale,-1.90,
02/14/2025,02/16/2025,PETROBRAS AYOLAS,Gas,Sale,-54.19,
02/14/2025,02/16/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-9.12,
02/14/2025,02/16/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-24.44,
02/13/2025,02/14/2025,SABOR LAS LENAS,Food & Drink,Sale,-9.91,
02/13/2025,02/14/2025,BR LINAGUA,Gas,Sale,-3.68,
02/13/2025,02/14/2025,FOREMAN.MN,Office & Shipping,Sale,-9.29,
02/12/2025,02/13/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.35,
02/11/2025,02/12/2025,SABOR LAS LENAS,Food & Drink,Sale,-8.39,
02/08/2025,02/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-2.54,
02/06/2025,02/07/2025,SABOR LAS LENAS,Food & Drink,Sale,-9.13,
02/05/2025,02/06/2025,DLOCAL *STARLINK INTERNE,Bills & Utilities,Sale,-41.57,
01/22/2025,01/23/2025,BR LINAGUA,Gas,Sale,-5.82,
01/20/2025,01/21/2025,BR LINAGUA,Gas,Sale,-4.74,
01/17/2025,01/19/2025,BR LINAGUA,Gas,Sale,-1.97,
01/16/2025,01/17/2025,CHIQUITUNGA AUTOSERVIS,Merchandise & Inventory,Sale,-19.05,
01/16/2025,01/17/2025,BR LINAGUA,Gas,Sale,-1.65,
01/16/2025,01/17/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.99,
01/15/2025,01/16/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.69,
01/15/2025,01/16/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-33.25,
01/15/2025,01/16/2025,FOREMAN.MN,Office & Shipping,Sale,-432.00,
01/15/2025,01/16/2025,BR LINAGUA,Gas,Sale,-5.01,
01/14/2025,01/15/2025,SABOR LAS LENAS,Food & Drink,Sale,-9.77,
01/14/2025,01/15/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-28.81,
01/14/2025,01/15/2025,PETROPAR - AYOLAS,Gas,Sale,-40.64,
01/14/2025,01/15/2025,BR LINAGUA,Gas,Sale,-3.55,
01/10/2025,01/12/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.85,
01/10/2025,01/12/2025,PETROCHACO SAN RAFAEL,Gas,Sale,-31.79,
01/09/2025,01/10/2025,AUTORSERVICE STEFI Y MILI,Food & Drink,Sale,-18.22,
01/09/2025,01/10/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.57,
01/09/2025,01/10/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.09,
01/09/2025,01/10/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-28.06,
01/09/2025,01/10/2025,PETROBRAS AYOLAS,Gas,Sale,-21.04,
01/09/2025,01/10/2025,DLOCAL *STARLINK INTERNE,Bills & Utilities,Sale,-41.70,
01/09/2025,01/10/2025,SUP SAN CAYETANO,Food & Drink,Sale,-20.66,
01/09/2025,01/10/2025,PETROBRAS AYOLAS,Gas,Sale,-49.73,
01/09/2025,01/10/2025,BR LINAGUA,Gas,Sale,-2.49,
01/08/2025,01/09/2025,BR LINAGUA,Gas,Sale,-3.93,
01/08/2025,01/09/2025,SABOR LAS LENAS,Food & Drink,Sale,-16.86,
01/08/2025,01/09/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-20.67,
01/07/2025,01/08/2025,RAPIDITO-QUINDY,Merchandise & Inventory,Sale,-10.78,
