Transaction Date,Post Date,Description,Category,Type,Amount,Memo
09/08/2025,09/09/2025,UPWORK * -844518530,Professional Services,Sale,-413.40,
09/08/2025,09/09/2025,GOOGLE *CLOUD KR8BQQ,Office & Shipping,Sale,-2000.00,
09/08/2025,09/09/2025,GITHUB  INC.,Professional Services,Sale,-56.91,
09/08/2025,09/08/2025,Payment Thank You-Mobile,,Payment,4000.00,
09/06/2025,09/07/2025,UBER* TRIP,Travel,Sale,-13.04,
09/06/2025,09/07/2025,APP*DEVOLTAASRAIZ,Food & Drink,Sale,-28.56,
09/06/2025,09/07/2025,CALENDLY,Office & Shipping,Sale,-44.40,
09/05/2025,09/07/2025,Twitter Online Ads,Professional Services,Sale,-150.91,
09/06/2025,09/07/2025,Twitter Online Ads,Professional Services,Sale,-67.30,
09/05/2025,09/07/2025,Twitter Online Ads,Professional Services,Sale,-105.93,
09/03/2025,09/05/2025,SOCIALPLUG.IO,Merchandise & Inventory,Sale,-20.00,
09/04/2025,09/05/2025,USERGUIDING.COM,Office & Shipping,Sale,-99.00,
09/04/2025,09/05/2025,Twitter Online Ads,Professional Services,Sale,-201.80,
09/04/2025,09/05/2025,A. WASHINGTON TRAVEL &amp; PA,Office & Shipping,Sale,-122.13,
09/04/2025,09/05/2025,IFD*DAKI CD BARUERI LT,Food & Drink,Sale,-11.59,
09/04/2025,09/05/2025,SUBADQ *NUMERO UM SPOR,Health & Wellness,Sale,-139.51,
09/04/2025,09/04/2025,Payment Thank You-Mobile,,Payment,500.00,
09/04/2025,09/04/2025,UPWORK * -842853154,Professional Services,Sale,-945.37,
09/03/2025,09/04/2025,Twitter Online Ads,Professional Services,Sale,-120.02,
09/03/2025,09/04/2025,Twitter Online Ads,Professional Services,Sale,-11.40,
09/04/2025,09/04/2025,PADDLE.NET* N8N CLOUD1,Merchandise & Inventory,Sale,-27.61,
09/03/2025,09/04/2025,DNH*GODADDY#3878262856,Bills & Utilities,Sale,-78.44,
09/03/2025,09/03/2025,Payment Thank You-Mobile,,Payment,1500.00,
09/03/2025,09/03/2025,Payment Thank You-Mobile,,Payment,500.00,
09/03/2025,09/03/2025,Payment Thank You-Mobile,,Payment,400.00,
09/02/2025,09/03/2025,Twitter Online Ads,Professional Services,Sale,-160.85,
09/02/2025,09/02/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-733.46,
09/01/2025,09/02/2025,VERCEL INC.,Professional Services,Sale,-20.00,
09/01/2025,09/02/2025,GOOGLE *CLOUD 3zGX64,Office & Shipping,Sale,-1112.75,
09/01/2025,09/02/2025,DL *GOOGLE ADS46245574,Professional Services,Sale,-18.97,
08/31/2025,09/02/2025,UBER * PENDING,Travel,Sale,-3.85,
08/31/2025,09/02/2025,UBER * PENDING,Travel,Sale,-3.22,
09/02/2025,09/02/2025,LOVABLE,Office & Shipping,Sale,-50.00,
08/31/2025,09/02/2025,UBER * PENDING,Travel,Sale,-1.16,
09/01/2025,09/01/2025,UBER* TRIP,Travel,Sale,-0.92,
08/30/2025,08/31/2025,UBER* TRIP,Travel,Sale,-3.03,
08/29/2025,08/31/2025,ELEVENLABS.IO,Office & Shipping,Sale,-5.00,
08/28/2025,08/29/2025,GOOGLE *CLOUD BCvLPR,Office & Shipping,Sale,-500.00,
08/28/2025,08/29/2025,UPWORK * -840769412,Professional Services,Sale,-2196.31,
08/28/2025,08/28/2025,Payment Thank You-Mobile,,Payment,3000.00,
08/27/2025,08/28/2025,UBER* TRIP,Travel,Sale,-3.51,
08/27/2025,08/28/2025,DL *GOOGLE ADS46245574,Professional Services,Sale,-9.23,
08/27/2025,08/28/2025,UBER * PENDING,Travel,Sale,-3.85,
08/27/2025,08/28/2025,DL *GOOGLE ADS46245574,Professional Services,Sale,-36.94,
08/27/2025,08/28/2025,ISABEL G N N RESTAUR,Food & Drink,Sale,-28.81,
08/26/2025,08/27/2025,GOOGLE *CLOUD zD24QR,Office & Shipping,Sale,-200.00,
08/25/2025,08/26/2025,T34 CORPORATION,Entertainment,Sale,-49.00,
08/25/2025,08/26/2025,GOOGLE *CLOUD 34FXLv,Office & Shipping,Sale,-100.00,
08/25/2025,08/26/2025,GOOGLE *CLOUD R5DNzL,Office & Shipping,Sale,-1384.05,
08/25/2025,08/26/2025,UBER* TRIP,Travel,Sale,-33.12,
08/25/2025,08/26/2025,T34 CORPORATION,Entertainment,Sale,-49.00,
08/25/2025,08/25/2025,Payment Thank You-Mobile,,Payment,3000.00,
08/24/2025,08/25/2025,IFD*PANIFICADORA BARBO,Food & Drink,Sale,-8.75,
08/22/2025,08/24/2025,Amazon web services,Bills & Utilities,Sale,-2273.99,
08/22/2025,08/22/2025,Payment Thank You-Mobile,,Payment,1000.00,
08/22/2025,08/22/2025,Payment Thank You-Mobile,,Payment,1070.00,
08/21/2025,08/22/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,
08/21/2025,08/22/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-17.62,
08/21/2025,08/22/2025,AT&amp;T DEVICE/EQUIP SHIP,Office & Shipping,Sale,-2289.59,
08/21/2025,08/21/2025,Payment Thank You-Mobile,,Payment,1200.00,
08/19/2025,08/21/2025,TST*BILLS PIZZA &amp; PUB,Food & Drink,Sale,-12.62,
08/19/2025,08/20/2025,UBER *TRIP HELP.UBER.COM,Travel,Sale,-5.05,
08/19/2025,08/20/2025,TARGET        00028605,Merchandise & Inventory,Sale,-29.15,
08/19/2025,08/20/2025,TARGET        00028605,Merchandise & Inventory,Sale,-22.00,
08/18/2025,08/19/2025,CVS/PHARMACY #02902,Health & Wellness,Sale,-15.64,
08/18/2025,08/19/2025,SIGHTENGINE,Professional Services,Sale,-29.00,
08/18/2025,08/19/2025,UPWORK * -837940545,Professional Services,Sale,-87.96,
08/17/2025,08/18/2025,CCSI EFAX,Bills & Utilities,Sale,-18.95,
08/17/2025,08/18/2025,COSTCO WHSE #1074,Merchandise & Inventory,Sale,-351.90,
08/17/2025,08/18/2025,LUXALGO,Office & Shipping,Sale,-119.99,
08/17/2025,08/17/2025,Payment Thank You-Mobile,,Payment,3000.00,
08/16/2025,08/17/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-16.19,
08/15/2025,08/17/2025,UBER* TRIP,Travel,Sale,-3.51,
08/16/2025,08/17/2025,UBER* TRIP,Travel,Sale,-2.47,
08/15/2025,08/17/2025,UBER* TRIP,Travel,Sale,-1.97,
08/15/2025,08/17/2025,VEED LIMITED,Office & Shipping,Sale,-12.80,
08/15/2025,08/17/2025,OPENAI *CHATGPT SUBSCR,Office & Shipping,Sale,-20.00,
08/15/2025,08/17/2025,VERCEL INC.,Professional Services,Sale,-60.00,
08/15/2025,08/17/2025,UBER * PENDING,Travel,Sale,-1.58,
08/15/2025,08/17/2025,IFOOD CLUB,Merchandise & Inventory,Sale,-1.10,
08/14/2025,08/15/2025,JUMPSPEAK #PD7TWR5E,Education,Sale,-59.00,
08/14/2025,08/15/2025,UBER* TRIP,Travel,Sale,-3.33,
08/12/2025,08/14/2025,CHICK-FIL-A #04227,Food & Drink,Sale,-25.83,
08/11/2025,08/13/2025,UNITED      0162322063872,Travel,Sale,-34.51,
08/12/2025,08/13/2025,FIGMA,Professional Services,Sale,-20.00,
08/11/2025,08/12/2025,LOOM SUBSCRIPTION,Office & Shipping,Sale,-24.00,
08/11/2025,08/12/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,
08/11/2025,08/12/2025,UBER* TRIP,Travel,Sale,-30.77,
08/11/2025,08/12/2025,IFD*PET CENTER COMERCI,Merchandise & Inventory,Sale,-31.31,
08/11/2025,08/12/2025,UPWORK * -835808178,Professional Services,Sale,-250.69,
08/11/2025,08/12/2025,PARE AKI PARK,Travel,Sale,-6.65,
08/11/2025,08/12/2025,NETFLIX.COM,Bills & Utilities,Sale,-19.83,
08/11/2025,08/12/2025,FELLOW.AI,Office & Shipping,Sale,-55.00,
08/10/2025,08/11/2025,FssComercioE,Food & Drink,Sale,-38.48,
08/10/2025,08/11/2025,ZE DELIVERY FREGUESIA,Food & Drink,Sale,-42.92,
08/08/2025,08/10/2025,GITHUB  INC.,Professional Services,Sale,-52.00,
08/08/2025,08/10/2025,IFD*Don Rafaello Pizzaria,Food & Drink,Sale,-18.57,
08/09/2025,08/10/2025,DINASTIA NEGOCIOS IMOBILI,Professional Services,Sale,-25.83,
08/08/2025,08/10/2025,Semprefono,Health & Wellness,Sale,-258.54,
08/09/2025,08/10/2025,GRILL 150,Food & Drink,Sale,-57.25,
08/09/2025,08/10/2025,BAR &amp; FRUTARIA DOS BRO,Food & Drink,Sale,-16.54,
08/08/2025,08/08/2025,Payment Thank You-Mobile,,Payment,1000.00,
08/07/2025,08/08/2025,UBER* TRIP,Travel,Sale,-4.79,
08/07/2025,08/08/2025,REPLIT  INC.,Office & Shipping,Sale,-25.00,
08/06/2025,08/07/2025,CALENDLY,Office & Shipping,Sale,-44.40,
08/06/2025,08/07/2025,IFD*GRILL 150 RESTAURA,Food & Drink,Sale,-63.66,
08/05/2025,08/06/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-119.05,
08/05/2025,08/06/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
08/05/2025,08/06/2025,DNH*GODADDY#3812712529,Bills & Utilities,Sale,-38.40,
08/06/2025,08/06/2025,GITHUB  INC.,Professional Services,Sale,-0.39,
08/05/2025,08/06/2025,DNH*GODADDY#3843279562,Bills & Utilities,Sale,-195.02,
08/05/2025,08/06/2025,UBER* TRIP,Travel,Sale,-3.99,
08/05/2025,08/06/2025,UBER* TRIP,Travel,Sale,-5.30,
08/04/2025,08/05/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-8.81,
08/04/2025,08/05/2025,UPWORK * -833632375,Professional Services,Sale,-87.56,
08/04/2025,08/05/2025,USERGUIDING.COM,Office & Shipping,Sale,-99.00,
08/04/2025,08/05/2025,PADDLE.NET* N8N CLOUD1,Merchandise & Inventory,Sale,-27.15,
08/04/2025,08/05/2025,OPENAI,Office & Shipping,Sale,-5.00,
08/03/2025,08/04/2025,LIC 12735,Travel,Sale,-38.27,
08/03/2025,08/04/2025,PG *TELECOM SOUTH AMER,Bills & Utilities,Sale,-10.68,
08/03/2025,08/04/2025,UBER* TRIP,Travel,Sale,-65.71,
08/03/2025,08/04/2025,IFD*DAKI CD BARUERI LT,Food & Drink,Sale,-12.06,
08/01/2025,08/03/2025,Amazon web services,Bills & Utilities,Sale,-652.04,
08/03/2025,08/03/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Refund,0.51,
08/02/2025,08/03/2025,Payment Thank You-Mobile,,Payment,700.00,
08/01/2025,08/03/2025,AGODA.COM HOTEL QUAT,Travel,Sale,-115.82,
08/01/2025,08/03/2025,IFD*DROGARIA SAO PAULO,Health & Wellness,Sale,-20.18,
08/03/2025,08/03/2025,UBER* TRIP,Travel,Sale,-3.59,
08/02/2025,08/03/2025,KIOSKO P.CANALEJAS Nc3,Merchandise & Inventory,Sale,-11.46,
08/03/2025,08/03/2025,UBER* TRIP,Travel,Sale,-2.62,
08/02/2025,08/03/2025,HOTEL QUO PUERTA DEL SOL,Travel,Sale,-148.45,
08/02/2025,08/03/2025,TABERNA ODIN,Food & Drink,Sale,-16.82,
08/02/2025,08/03/2025,LOVABLE,Office & Shipping,Sale,-50.00,
08/01/2025,08/03/2025,EL PRINCIPE,Food & Drink,Sale,-73.30,
08/01/2025,08/03/2025,FENIX DE SEGUROS,Bills & Utilities,Sale,-120.00,
08/01/2025,08/03/2025,VERCEL INC.,Professional Services,Sale,-20.00,
08/01/2025,08/01/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-733.30,
08/01/2025,08/01/2025,Payment Thank You-Mobile,,Payment,2000.00,
07/31/2025,08/01/2025,LICENCIA 5336,Travel,Sale,-38.19,
07/30/2025,07/31/2025,Payment Thank You-Mobile,,Payment,340.00,
07/31/2025,07/31/2025,XFINITY MOBILE,Bills & Utilities,Sale,-83.18,
07/30/2025,07/31/2025,JUAN VALDEZ-AEROPUERTO,Food & Drink,Sale,-7.75,
07/30/2025,07/31/2025,ALOFT ASUNCION HOTEL,Travel,Sale,-222.79,
07/29/2025,07/31/2025,Air Europa L9962681286603,Travel,Sale,-629.20,
07/30/2025,07/31/2025,GIJON S A  LURYX DUTY FR,Merchandise & Inventory,Sale,-193.65,
07/28/2025,07/30/2025,UBER *TRIP HELP.UBER.COM,Travel,Sale,-3.17,
07/29/2025,07/30/2025,LA FAENA - SHOPPING DEL,Food & Drink,Sale,-58.15,
07/29/2025,07/30/2025,UBER *TRIP HELP.UBER.COM,Travel,Sale,-2.54,
07/30/2025,07/30/2025,UPWORK * -831770540,Professional Services,Sale,-743.25,
07/29/2025,07/30/2025,Amazon web services,Bills & Utilities,Sale,-2285.95,
07/29/2025,07/30/2025,Amazon web services,Bills & Utilities,Sale,-2220.49,
07/29/2025,07/30/2025,MORADO-PLG,Food & Drink,Sale,-21.69,
07/29/2025,07/30/2025,ELEVENLABS.IO,Office & Shipping,Sale,-5.00,
07/29/2025,07/29/2025,Payment Thank You-Mobile,,Payment,7000.00,
07/28/2025,07/29/2025,UBER *TRIP HELP.UBER.COM,Travel,Sale,-6.04,
07/28/2025,07/29/2025,IFD*DAKI CD BARUERI LT,Food & Drink,Sale,-12.98,
07/28/2025,07/29/2025,UBER* TRIP,Travel,Sale,-60.00,
07/28/2025,07/29/2025,JUICE*VCP*PIER*A,Professional Services,Sale,-9.97,
07/25/2025,07/27/2025,IFD*HAJIME SUSHI LIMAO LT,Food & Drink,Sale,-31.19,
07/25/2025,07/27/2025,UBER * PENDING,Travel,Sale,-3.52,
07/25/2025,07/27/2025,UBER* TRIP,Travel,Sale,-3.25,
07/25/2025,07/27/2025,T34 CORPORATION,Entertainment,Sale,-49.00,
07/26/2025,07/27/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-6.69,
07/25/2025,07/27/2025,BALEIA CAFE LTDA,Food & Drink,Sale,-16.24,
07/26/2025,07/27/2025,CALENDLY,Office & Shipping,Sale,-7.78,
07/25/2025,07/27/2025,UBER* TRIP,Travel,Sale,-3.74,
07/23/2025,07/24/2025,UBER* TRIP,Travel,Sale,-3.48,
07/23/2025,07/24/2025,UPWORK * -829750272,Professional Services,Sale,-1636.03,
07/23/2025,07/23/2025,Payment Thank You-Mobile,,Payment,300.00,
07/22/2025,07/23/2025,GITHUB  INC.,Professional Services,Sale,-67.00,
07/22/2025,07/23/2025,UPWORK * -829502374,Professional Services,Sale,-2020.40,
07/21/2025,07/23/2025,ASAEL SERVICOS,Travel,Sale,-3.08,
07/22/2025,07/22/2025,Payment Thank You-Mobile,,Payment,750.00,
07/21/2025,07/22/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,
07/21/2025,07/22/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-6.49,
07/20/2025,07/21/2025,RevistariaE,Merchandise & Inventory,Sale,-45.82,
07/20/2025,07/21/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-15.31,
07/20/2025,07/21/2025,IFD*ORGANIZACAO FARMAC,Health & Wellness,Sale,-13.99,
07/19/2025,07/20/2025,ESTRELA BEAUTY,Merchandise & Inventory,Sale,-11.97,
07/18/2025,07/20/2025,MAGIC GAMES,Entertainment,Sale,-4.86,
07/19/2025,07/20/2025,SEPHORA CENTERNORTE294,Merchandise & Inventory,Sale,-121.29,
07/19/2025,07/20/2025,VERCEL INC.,Professional Services,Sale,-60.00,
07/18/2025,07/20/2025,SUPERMERCADO FREGUESIA,Food & Drink,Sale,-7.23,
07/19/2025,07/20/2025,BAR &amp; FRUTARIA DOS BRO,Food & Drink,Sale,-23.72,
07/19/2025,07/20/2025,UBER * PENDING,Travel,Sale,-10.31,
07/18/2025,07/20/2025,FINI TIETE,Food & Drink,Sale,-3.27,
07/19/2025,07/20/2025,ZARA BRASIL LTDA,Merchandise & Inventory,Sale,-92.94,
07/19/2025,07/20/2025,GREGORY COMERCIO DE MO,Merchandise & Inventory,Sale,-150.12,
07/18/2025,07/20/2025,PARK PLACE,Travel,Sale,-4.52,
07/18/2025,07/20/2025,SIGHTENGINE,Professional Services,Sale,-340.48,
07/19/2025,07/20/2025,UBER * PENDING,Travel,Sale,-10.49,
07/19/2025,07/20/2025,PIZZARIA UNIAO,Food & Drink,Sale,-10.87,
07/18/2025,07/20/2025,BOBS TIETE PLAZA,Food & Drink,Sale,-2.33,
07/18/2025,07/20/2025,MOURA CABELEIREIRO,Miscellaneous,Sale,-39.56,
07/19/2025,07/20/2025,GRILL 150,Food & Drink,Sale,-74.45,
07/18/2025,07/20/2025,BOBS TIETE PLAZA,Food & Drink,Sale,-15.66,
07/18/2025,07/18/2025,Payment Thank You-Mobile,,Payment,5000.00,
07/17/2025,07/18/2025,CCSI EFAX,Bills & Utilities,Sale,-18.95,
07/17/2025,07/18/2025,LOJAO PET,Merchandise & Inventory,Sale,-33.92,
07/17/2025,07/18/2025,UBER* TRIP,Travel,Sale,-3.42,
07/17/2025,07/18/2025,SWIFT FREGUESIA DO O,Food & Drink,Sale,-31.22,
07/17/2025,07/18/2025,LUXALGO,Office & Shipping,Sale,-119.99,
07/16/2025,07/17/2025,IFD*TONY GRILL COMERCI,Food & Drink,Sale,-20.78,
07/15/2025,07/16/2025,LANCHONETE DO RO LTDA,Food & Drink,Sale,-6.49,
07/15/2025,07/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-1.07,
07/15/2025,07/16/2025,UBER* TRIP,Travel,Sale,-5.77,
07/15/2025,07/16/2025,VEED LIMITED,Office & Shipping,Sale,-12.45,
07/15/2025,07/16/2025,OPENAI *CHATGPT SUBSCR,Office & Shipping,Sale,-20.00,
07/16/2025,07/16/2025,UBER* TRIP,Travel,Sale,-5.05,
07/15/2025,07/15/2025,Payment Thank You-Mobile,,Payment,300.00,
07/13/2025,07/14/2025,KIBON IBIRAPUERA,Food & Drink,Sale,-5.43,
07/13/2025,07/14/2025,PIZZARIA PETRONIO LTD,Food & Drink,Sale,-20.98,
07/13/2025,07/14/2025,Administradora,Travel,Sale,-4.52,
07/13/2025,07/14/2025,MiltonRafacho,Food & Drink,Sale,-4.88,
07/11/2025,07/13/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-38.87,
07/11/2025,07/13/2025,Payment Thank You-Mobile,,Payment,500.00,
07/12/2025,07/13/2025,ZIG*Oh Fregues,Food & Drink,Sale,-68.39,
07/12/2025,07/13/2025,GRAO ESPRESSO DL,Food & Drink,Sale,-4.34,
07/12/2025,07/13/2025,BAR &amp; FRUTARIA DOS BRO,Food & Drink,Sale,-16.10,
07/11/2025,07/13/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,
07/12/2025,07/13/2025,GRAO ESPRESSO DL,Food & Drink,Sale,-6.78,
07/11/2025,07/13/2025,OXXO RIO VERDE,Food & Drink,Sale,-6.92,
07/11/2025,07/13/2025,FELLOW.APP,Office & Shipping,Sale,-55.00,
07/12/2025,07/13/2025,LANCHONETE DO RO LTDA,Food & Drink,Sale,-2.89,
07/11/2025,07/13/2025,LOOM SUBSCRIPTION,Office & Shipping,Sale,-24.00,
07/11/2025,07/13/2025,ESCOLA TOKYO,Miscellaneous,Sale,-39.83,
07/11/2025,07/13/2025,NETFLIX.COM,Bills & Utilities,Sale,-19.83,
07/12/2025,07/13/2025,Valeriohenrique,Professional Services,Sale,-34.34,
07/11/2025,07/13/2025,SONDA SUPERMERCADOS,Food & Drink,Sale,-55.29,
07/11/2025,07/13/2025,POSTO GUAIMIM,Gas,Sale,-81.92,
07/10/2025,07/11/2025,DNH*GODADDY#3771876789,Bills & Utilities,Sale,-2.24,
07/09/2025,07/10/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-8.81,
07/09/2025,07/10/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-8.81,
07/09/2025,07/10/2025,Amazon web services,Bills & Utilities,Sale,-738.48,
07/09/2025,07/10/2025,ESQUINA BLACK,Food & Drink,Sale,-5.15,
07/09/2025,07/10/2025,USERGUIDING.COM,Office & Shipping,Sale,-99.00,
07/09/2025,07/10/2025,LEROY MERLIN,Repair & Maintenance,Sale,-156.00,
07/09/2025,07/10/2025,AUTO POSTO REIRA,Gas,Sale,-3.40,
07/08/2025,07/10/2025,IFD*DON RAFAELLO PIZZARIA,Food & Drink,Sale,-25.20,
07/09/2025,07/10/2025,REPLIT  INC.,Office & Shipping,Sale,-25.00,
07/09/2025,07/10/2025,Clinica Fares,Health & Wellness,Sale,-29.88,
07/09/2025,07/10/2025,CALENDLY,Office & Shipping,Sale,-22.20,
07/09/2025,07/10/2025,FENIX DE SEGUROS,Bills & Utilities,Sale,-121.39,
07/09/2025,07/10/2025,FLORIDA DRINKS,Food & Drink,Sale,-40.68,
07/09/2025,07/10/2025,GRAO DO MESTRE,Food & Drink,Sale,-5.59,
07/08/2025,07/08/2025,Payment Thank You-Mobile,,Payment,1200.00,
07/08/2025,07/08/2025,Payment Thank You-Mobile,,Payment,1000.00,
07/02/2025,07/03/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-6.24,
07/02/2025,07/03/2025,UBER* TRIP,Travel,Sale,-4.75,
07/02/2025,07/02/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-692.73,
07/01/2025,07/02/2025,XFINITY MOBILE,Bills & Utilities,Sale,-153.89,
07/02/2025,07/02/2025,LOVABLE,Office & Shipping,Sale,-50.00,
07/01/2025,07/02/2025,VERCEL INC.,Professional Services,Sale,-20.00,
07/01/2025,07/02/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-17.05,
06/29/2025,06/30/2025,IFD*DROGARIA SAO PAULO,Health & Wellness,Sale,-52.23,
06/28/2025,06/29/2025,Payment Thank You-Mobile,,Payment,2000.00,
06/28/2025,06/29/2025,VIVER BEM PB MOVEIS DECOR,Merchandise & Inventory,Sale,-2380.12,
06/26/2025,06/27/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-17.62,
06/25/2025,06/26/2025,IFD*PET CENTER COMERCI,Merchandise & Inventory,Sale,-13.97,
06/25/2025,06/26/2025,IFD*PAES E DOCES PARAT,Food & Drink,Sale,-20.33,
06/25/2025,06/26/2025,JoseEsmeraldo,Office & Shipping,Sale,-5.48,
06/26/2025,06/26/2025,SIGHTENGINE,Professional Services,Sale,-663.37,
06/25/2025,06/25/2025,Payment Thank You-Mobile,,Payment,1000.00,
06/24/2025,06/25/2025,IFD*MEGA BOLOS INDUSTR,Food & Drink,Sale,-10.52,
06/24/2025,06/25/2025,IFD*DROGARIA SAO PAULO,Health & Wellness,Sale,-13.66,
06/24/2025,06/24/2025,Payment Thank You-Mobile,,Payment,1000.00,
06/24/2025,06/24/2025,SIGHTENGINE,Professional Services,Sale,-82.14,
06/23/2025,06/24/2025,IFD*DAKI CD BARUERI LT,Food & Drink,Sale,-19.45,
06/22/2025,06/23/2025,AUTO BAN JUNDIAI,Travel,Sale,-2.38,
06/22/2025,06/23/2025,NATALIA DE VEIGA OKUMA,Food & Drink,Sale,-127.96,
06/22/2025,06/23/2025,IFD*DAKI CD BARUERI LT,Food & Drink,Sale,-29.39,
06/22/2025,06/23/2025,AUTO BAN JUNDIAI,Travel,Sale,-2.34,
06/22/2025,06/23/2025,AUTO BAN JUNDIAI,Travel,Sale,-2.38,
06/22/2025,06/23/2025,AUTOBAN,Travel,Sale,-2.34,
06/21/2025,06/22/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,
06/21/2025,06/22/2025,EDGAR FACO,Food & Drink,Sale,-1.99,
06/21/2025,06/22/2025,EDGAR FACO,Food & Drink,Sale,-19.72,
06/19/2025,06/22/2025,PAYPAL *APIFY SUBSCRIPTIO,Professional Services,Sale,-39.00,
06/20/2025,06/22/2025,GOAT TENNIS E,Education,Sale,-10.01,
06/19/2025,06/20/2025,INTUIT *QBooks Online,Office & Shipping,Sale,-208.00,
06/19/2025,06/20/2025,TIINGO.COM,Office & Shipping,Sale,-30.00,
06/19/2025,06/20/2025,SUPERMERCADO FREGUESIA,Food & Drink,Sale,-76.19,
06/18/2025,06/19/2025,SIGHTENGINE,Professional Services,Sale,-29.00,
06/19/2025,06/19/2025,UBER* TRIP,Travel,Sale,-4.37,
06/17/2025,06/18/2025,CCSI EFAX,Bills & Utilities,Sale,-18.95,
06/18/2025,06/18/2025,GOOGLE *YouTube TV,Bills & Utilities,Sale,-91.50,
06/17/2025,06/18/2025,GOAT TENNIS E,Education,Sale,-2.37,
06/17/2025,06/18/2025,X CORP. PAID FEATURES,Merchandise & Inventory,Sale,-50.32,
06/16/2025,06/18/2025,UBER * PENDING,Travel,Sale,-9.46,
06/17/2025,06/18/2025,CENTRO AUTOMOTIVO PILA,Gas,Sale,-18.23,
06/17/2025,06/18/2025,LUXALGO,Office & Shipping,Sale,-119.99,
06/16/2025,06/17/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-15.11,
06/16/2025,06/17/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-16.19,
06/16/2025,06/17/2025,CURRAL EVENTOS,Food & Drink,Sale,-10.94,
06/16/2025,06/17/2025,LOVABLE,Office & Shipping,Sale,-25.00,
06/16/2025,06/17/2025,UBER* TRIP,Travel,Sale,-9.22,
06/16/2025,06/17/2025,RestauranteMica,Food & Drink,Sale,-70.05,
06/15/2025,06/16/2025,VERCEL INC.,Professional Services,Sale,-60.00,
06/15/2025,06/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-1.08,
06/12/2025,06/15/2025,AIR FRANCE  0574226014222,Travel,Sale,-11.50,
06/12/2025,06/15/2025,AIR FRANCE  0574226014347,Travel,Sale,-43.70,
06/12/2025,06/13/2025,UBER* TRIP,Travel,Sale,-20.12,
06/11/2025,06/12/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,
06/11/2025,06/12/2025,LOOM SUBSCRIPTION,Office & Shipping,Sale,-24.00,
06/11/2025,06/12/2025,NETFLIX.COM,Bills & Utilities,Sale,-19.83,
06/11/2025,06/12/2025,FELLOW.APP,Office & Shipping,Sale,-55.00,
06/10/2025,06/11/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-17.62,
06/09/2025,06/10/2025,DUNKERQUE T     4702527,Food & Drink,Sale,-33.24,
06/09/2025,06/10/2025,DEUXIEME,Food & Drink,Sale,-43.32,
06/08/2025,06/09/2025,AIR FRANCE,Travel,Sale,-1501.00,
06/08/2025,06/09/2025,GITHUB  INC.,Professional Services,Sale,-49.23,
06/06/2025,06/08/2025,Amazon web services,Bills & Utilities,Sale,-604.53,
06/07/2025,06/08/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
06/07/2025,06/08/2025,Payment Thank You-Mobile,,Payment,5000.00,
06/07/2025,06/08/2025,WWW.DOO.NET,Office & Shipping,Sale,-7098.48,
06/06/2025,06/08/2025,CALENDLY,Office & Shipping,Sale,-22.20,
06/06/2025,06/08/2025,Amazon web services,Bills & Utilities,Sale,-2419.90,
06/07/2025,06/08/2025,REPLIT  INC.,Office & Shipping,Sale,-25.00,
06/06/2025,06/06/2025,Payment Thank You-Mobile,,Payment,8000.00,
06/01/2025,06/06/2025,UNITED      0162491796957,Travel,Return,40.89,
06/01/2025,06/06/2025,UNITED      0162491796961,Travel,Return,40.89,
06/05/2025,06/06/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
06/05/2025,06/06/2025,DELTA PROP SHOP,Professional Services,Sale,-1.00,
06/04/2025,06/05/2025,DELTA PROP SHOP,Professional Services,Sale,-1.00,
06/04/2025,06/05/2025,FENIX DE SEGUROS,Bills & Utilities,Sale,-119.49,
